y,C_l,aoa,RollRate,span
0.018971916083079104,4.976828532730612,0,-60,100
0.05670788796650239,4.958021604879387,0,-60,100
0.09382255636247624,4.919300673076018,0,-60,100
0.1299092851973107,4.858352006652381,0,-60,100
0.16457270071825775,4.771430945281704,0,-60,100
0.19743302329108392,4.653020659769494,0,-60,100
0.22813022834521662,4.495361214700777,0,-60,100
0.25632799087827973,4.287876451604608,0,-60,100
0.2817173703032,4.016609699262742,0,-60,100
0.3040201952659285,3.6639814024105517,0,-60,100
0.32299211134900757,3.209630103736183,0,-60,100
0.33842525826970243,2.634079662349465,0,-60,100
0.3501505472407561,1.9293027545544372,0,-60,100
0.35803951354252733,1.1276108485259497,0,-60,100
0.3620057240093416,0.4105956342511637,0,-60,100
0.36324999999999996,-0.16256218397014782,0,-60,100
0.36375,0.6747899134046986,0,-60,100
0.3665880958946163,1.0448559001510465,0,-60,100
0.3765464653342736,1.9844627996832405,0,-60,100
0.3949471327392443,2.798023547393537,0,-60,100
0.4189887632995869,3.298126238235933,0,-60,100
0.4450112367004131,3.4850598525770913,0,-60,100
0.4690528672607557,3.337826669470442,0,-60,100
0.4874535346657264,2.7813106953390396,0,-60,100
0.4974119041053837,1.8049432870371562,0,-60,100
