y,C_l,aoa,RollRate,span
0.000497137995329199,9.122674187421021e-05,0,0,100
0.002480243228736333,0.0002727017280850415,0,0,100
0.006424726379621951,0.00045142870511221994,0,0,100
0.012287370865148799,0.0006261427209983788,0,0,100
0.020003944325496167,0.0007963287234274562,0,0,100
0.029489902367035716,0.0009623817593511054,0,0,100
0.04064131484839999,0.001125675606954057,0,0,100
0.05333600456086007,0.0012885520319022628,0,0,100
0.06743488582739168,0.001454254872145928,0,0,100
0.08278348835445806,0.0016268367130760563,0,0,100
0.09921364964087112,0.0018110616021439286,0,0,100
0.11654535740134465,0.0020123172235518598,0,0,100
0.13458872181876186,0.0022365364131434113,0,0,100
0.15314605601674877,0.0024901120210954033,0,0,100
0.17201404195846043,0.0027797706370951735,0,0,100
0.19098595804153956,0.0031123479065816926,0,0,100
0.2098539439832512,0.0034943784895252895,0,0,100
0.22841127818123813,0.00393137446224929,0,0,100
0.24645464259865535,0.004426615879367681,0,0,100
0.2637863503591289,0.004979219272160812,0,0,100
0.28021651164554195,0.005581196335399611,0,0,100
0.29556511417260833,0.006213195924942878,0,0,100
0.30966399543913986,0.0068386977990803,0,0,100
0.3223586851516,0.007396701628767306,0,0,100
0.33351009763296424,0.007793594067017937,0,0,100
0.34299605567450375,0.007896109452430897,0,0,100
0.35071262913485124,0.00752942680796402,0,0,100
0.35657527362037805,0.006487948512168611,0,0,100
0.3605197567712637,0.004572707139838208,0,0,100
0.3625028620046708,0.0016955911262954684,0,0,100
0.3630190301168722,7.492241466838562e-05,0,0,100
0.36309225342157553,0.00021657187098065716,0,0,100
0.3632275524466121,0.00030757459374436164,0,0,100
0.3634043291419087,0.00039448875070009705,0,0,100
0.3635956708580913,0.0004161834725911781,0,0,100
0.3637724475533879,0.00038342987321218536,0,0,100
0.36390774657842445,0.0002399788994633426,0,0,100
0.3639809698831278,8.622399849533821e-05,0,0,100
0.3665880958946163,0.011354139051327981,0,0,100
0.3765464653342736,0.03731332697619277,0,0,100
0.3949471327392443,0.06186944241842508,0,0,100
0.4189887632995869,0.07593902137962029,0,0,100
0.4450112367004131,0.07430087768950275,0,0,100
0.4690528672607557,0.05712246292047465,0,0,100
0.4874535346657264,0.03055259624920142,0,0,100
0.4974119041053837,0.006786707491393608,0,0,100
0.5,0.0,0,0,100
