y,C_l,aoa,RollRate,span
0.0004985075214871306,5.618035785913985,5,0,73
0.0024870758547108126,5.618013958187367,5,0,73
0.006442425350364711,5.617858945331666,5,0,73
0.01232122037166436,5.6173681571678475,5,0,73
0.02005905161013941,5.616254030534071,5,0,73
0.029571141767495868,5.614153661045641,5,0,73
0.0407532743934369,5.610637866959329,5,0,73
0.05348293570290101,5.605217154759387,5,0,73
0.06762065686272885,5.597342383540554,5,0,73
0.08301154204138494,5.586398434588434,5,0,73
0.09948696548010216,5.571689633916568,5,0,73
0.11686641899198197,5.552415885601742,5,0,73
0.13495948964746368,5.527638385273394,5,0,73
0.15356794597822743,5.4962334061225455,5,0,73
0.1724879098426435,5.4568320474788266,5,0,73
0.19151209015735648,5.407743113171963,5,0,73
0.21043205402177256,5.346855604491686,5,0,73
0.2290405103525363,5.27151693756887,5,0,73
0.24713358100801802,5.178383395866598,5,0,73
0.2645130345198978,5.063241330269975,5,0,73
0.28098845795861505,4.9208026368672435,5,0,73
0.2963793431372711,4.744488410319519,5,0,73
0.3105170642970989,4.526234086563344,5,0,73
0.3232467256065631,4.256383527196034,5,0,73
0.3344288582325041,3.9237971492680295,5,0,73
0.34394094838986056,3.516396008428785,5,0,73
0.3516787796283356,3.0225404628945443,5,0,73
0.3575575746496353,2.434078879635304,5,0,73
0.3615129241452891,1.7539535499501928,5,0,73
0.3635014924785128,1.039757432328323,5,0,73
0.364,0.0,5,0,73
