y,C_l,aoa,RollRate,span
0.000497137995329199,inf,0,0,100
0.002480243228736333,inf,0,0,100
0.006424726379621951,inf,0,0,100
0.012287370865148799,inf,0,0,100
0.020003944325496167,inf,0,0,100
0.029489902367035716,inf,0,0,100
0.04064131484839999,inf,0,0,100
0.05333600456086007,inf,0,0,100
0.06743488582739168,inf,0,0,100
0.08278348835445806,inf,0,0,100
0.09921364964087112,inf,0,0,100
0.11654535740134465,inf,0,0,100
0.13458872181876186,inf,0,0,100
0.15314605601674877,inf,0,0,100
0.17201404195846043,inf,0,0,100
0.19098595804153956,inf,0,0,100
0.2098539439832512,inf,0,0,100
0.22841127818123813,inf,0,0,100
0.24645464259865535,inf,0,0,100
0.2637863503591289,inf,0,0,100
0.28021651164554195,inf,0,0,100
0.29556511417260833,inf,0,0,100
0.30966399543913986,inf,0,0,100
0.3223586851516,inf,0,0,100
0.33351009763296424,inf,0,0,100
0.34299605567450375,inf,0,0,100
0.35071262913485124,inf,0,0,100
0.35657527362037805,inf,0,0,100
0.3605197567712637,inf,0,0,100
0.3625028620046708,inf,0,0,100
0.3630190301168722,92.73495503866154,0,0,100
0.36309225342157553,19.416851832297763,0,0,100
0.3632275524466121,7.46969566475803,0,0,100
0.3634043291419087,4.570736465069283,0,0,100
0.3635956708580913,3.273016547895376,0,0,100
0.3637724475533879,2.7428549407631637,0,0,100
0.36390774657842445,2.1862295471905124,0,0,100
0.3639809698831278,2.069954488641474,0,0,100
0.3665880958946163,3.02475744127435,0,0,100
0.3765464653342736,3.4905758213579023,0,0,100
0.3949471327392443,3.867246821281494,0,0,100
0.4189887632995869,4.024047769171476,0,0,100
0.4450112367004131,3.93724169314581,0,0,100
0.4690528672607557,3.570529400540362,0,0,100
0.4874535346657264,2.8581250289754636,0,0,100
0.4974119041053837,1.8079877208658444,0,0,100
0.5,0.0,0,0,100
