y,C_l,aoa,RollRate,span
0.0004985075214871306,9.08150751307879,0,360,73
0.0004985075214871306,9.081507513078757,0,360,73
0.0024870758547108126,6.657213747015106,0,360,73
0.0024870758547108126,6.6572137470151,0,360,73
0.006442425350364711,5.935394012486861,0,360,73
0.006442425350364711,5.93539401248686,0,360,73
0.01232122037166436,5.612983718626265,0,360,73
0.01232122037166436,5.612983718626262,0,360,73
0.02005905161013941,5.439173904252916,0,360,73
0.02005905161013941,5.439173904252916,0,360,73
0.029571141767495868,5.334162580472273,0,360,73
0.029571141767495868,5.334162580472272,0,360,73
0.0407532743934369,5.264866421151286,0,360,73
0.0407532743934369,5.264866421151285,0,360,73
0.05348293570290101,5.215047804848554,0,360,73
0.05348293570290101,5.215047804848553,0,360,73
0.06762065686272885,5.175708455295209,0,360,73
0.06762065686272885,5.175708455295209,0,360,73
0.08301154204138494,5.141349106477118,0,360,73
0.08301154204138494,5.141349106477119,0,360,73
0.09948696548010216,5.108298264477089,0,360,73
0.09948696548010216,5.108298264477089,0,360,73
0.11686641899198197,5.073879789023982,0,360,73
0.11686641899198197,5.073879789023984,0,360,73
0.13495948964746368,5.03595601207111,0,360,73
0.13495948964746368,5.03595601207111,0,360,73
0.15356794597822743,4.992650355235185,0,360,73
0.15356794597822743,4.992650355235185,0,360,73
0.1724879098426435,4.942158045269099,0,360,73
0.1724879098426435,4.942158045269099,0,360,73
0.19151209015735648,4.882598386061601,0,360,73
0.19151209015735648,4.8825983860616,0,360,73
0.21043205402177256,4.811882757596257,0,360,73
0.21043205402177256,4.811882757596255,0,360,73
0.2290405103525363,4.727582859251006,0,360,73
0.2290405103525363,4.727582859251005,0,360,73
0.24713358100801802,4.626789704345267,0,360,73
0.24713358100801802,4.626789704345266,0,360,73
0.2645130345198978,4.505958663628277,0,360,73
0.2645130345198978,4.505958663628277,0,360,73
0.28098845795861505,4.360741736534852,0,360,73
0.28098845795861505,4.360741736534852,0,360,73
0.2963793431372711,4.185817595340822,0,360,73
0.2963793431372711,4.185817595340822,0,360,73
0.3105170642970989,3.9747459415907933,0,360,73
0.3105170642970989,3.9747459415907933,0,360,73
0.3232467256065631,3.71989983067069,0,360,73
0.3232467256065631,3.71989983067069,0,360,73
0.3344288582325041,3.412574707508613,0,360,73
0.3344288582325041,3.412574707508613,0,360,73
0.34394094838986056,3.0434485018676383,0,360,73
0.34394094838986056,3.043448501867638,0,360,73
0.3516787796283356,2.603707735150187,0,360,73
0.3516787796283356,2.603707735150187,0,360,73
0.3575575746496353,2.0875157532119224,0,360,73
0.3575575746496353,2.0875157532119224,0,360,73
0.3615129241452891,1.4982416590576013,0,360,73
0.3615129241452891,1.498241659057601,0,360,73
0.3635014924785128,0.8851302453953237,0,360,73
0.3635014924785128,0.8851302453953236,0,360,73
0.364,0.0,0,360,73
