y,C_l,aoa,RollRate,span
0.0006847630789658388,9.4835781822079,0,60,100
0.0006847630789658388,9.483578182207891,0,60,100
0.0034163129872401277,6.960431598878914,0,60,100
0.0034163129872401277,6.960431598878912,0,60,100
0.008849485371380097,6.217739360819765,0,60,100
0.008849485371380097,6.217739360819763,0,60,100
0.016924753257780714,5.891380950361666,0,60,100
0.016924753257780714,5.891380950361666,0,60,100
0.027553642321620067,5.718999160673913,0,60,100
0.027553642321620067,5.7189991606739135,0,60,100
0.040619700230076744,5.6173337086738275,0,60,100
0.040619700230076744,5.617333708673829,0,60,100
0.05597977251845729,5.552114305020237,0,60,100
0.05597977251845729,5.552114305020237,0,60,100
0.07346557102046843,5.506741132091638,0,60,100
0.07346557102046843,5.506741132091638,0,60,100
0.09288551766858359,5.472191231572941,0,60,100
0.09288551766858359,5.47219123157294,0,60,100
0.11402684346344086,5.443081406554656,0,60,100
0.11402684346344086,5.443081406554656,0,60,100
0.13665791961552495,5.415908553054106,0,60,100
0.13665791961552495,5.415908553054106,0,60,100
0.16053079531865655,5.38817490853404,0,60,100
0.16053079531865655,5.38817490853404,0,60,100
0.18538391435091167,5.357909879740542,0,60,100
0.18538391435091167,5.357909879740543,0,60,100
0.21094498073932338,5.323380935276823,0,60,100
0.21094498073932338,5.323380935276823,0,60,100
0.2369339420915433,5.282896129974346,0,60,100
0.2369339420915433,5.282896129974343,0,60,100
0.2630660579084567,5.2346478011455115,0,60,100
0.2630660579084567,5.23464780114551,0,60,100
0.28905501926067656,5.176568158104596,0,60,100
0.28905501926067656,5.176568158104594,0,60,100
0.31461608564908833,5.106177283557246,0,60,100
0.31461608564908833,5.106177283557246,0,60,100
0.33946920468134345,5.020408716369178,0,60,100
0.33946920468134345,5.020408716369178,0,60,100
0.363342080384475,4.9154005774131395,0,60,100
0.363342080384475,4.9154005774131395,0,60,100
0.38597315653655917,4.786243697058135,0,60,100
0.38597315653655917,4.786243697058135,0,60,100
0.40711448233141645,4.62668559240772,0,60,100
0.40711448233141645,4.6266855924077195,0,60,100
0.42653442897953153,4.428805549108902,0,60,100
0.42653442897953153,4.428805549108903,0,60,100
0.4440202274815427,4.182710318365368,0,60,100
0.4440202274815427,4.182710318365368,0,60,100
0.45938029976992323,3.876367455607335,0,60,100
0.45938029976992323,3.8763674556073346,0,60,100
0.4724463576783799,3.4958222022398684,0,60,100
0.4724463576783799,3.4958222022398684,0,60,100
0.4830752467422193,3.026295786234332,0,60,100
0.4830752467422193,3.026295786234332,0,60,100
0.4911505146286199,2.4552508813745817,0,60,100
0.4911505146286199,2.455250881374582,0,60,100
0.4965836870127599,1.7808500939474297,0,60,100
0.4965836870127599,1.7808500939474294,0,60,100
0.4993152369210342,1.0586138675274779,0,60,100
0.4993152369210342,1.0586138675274779,0,60,100
0.5,0.0,0,60,100
